Serial_number,csa_id,csa_name,chat_id,date,issue_type,chat_duration,Status_of_chat,Issue_resolved_review,CCXU,Concession_given,Concession_amount
14551,11233,Naman,CH14551,1/20/2026,Stuck in Shipment,15,Resolved,Yes,4,Yes,63
14552,11227,Godavari,CH14552,1/26/2026,Payment Failed,18,Parked,Not sent,3,No,0
14553,11237,Sona,CH14553,1/15/2026,Unknown Charge,20,Parked,Not sent,2,No,0
14554,11234,Mohan,CH14554,1/19/2026,Order Cancelled Issue,5,Resolved,Yes,5,Yes,37
14555,11223,Neha,CH14555,1/23/2026,Item Missing,7,Resolved,Yes,4,Yes,62
14556,11231,Venkat,CH14556,1/23/2026,Payment Failed,3,Parked,Not sent,3,No,0
14557,11237,Sona,CH14557,1/2/2026,Delivered Not Received,8,Resolved,Yes,4,Yes,27
14558,11240,Santosh,CH14558,1/26/2026,Unknown Charge,19,Resolved,Yes,4,Yes,65
14559,11240,Santosh,CH14559,1/2/2026,Item Missing,12,Resolved,Yes,5,Yes,48
14560,11230,Pawan,CH14560,1/14/2026,Whole Package Missing,5,Resolved,Yes,5,Yes,16
14561,11224,Jameel,CH14561,1/5/2026,Refund Not Received,7,Resolved,Yes,5,Yes,62
14562,11237,Sona,CH14562,1/17/2026,Delivered Not Received,20,Resolved,Yes,4,Yes,16
14563,11228,Muskan,CH14563,1/26/2026,Refund Not Received,10,Resolved,Yes,4,Yes,55
14564,11230,Pawan,CH14564,1/11/2026,Order Cancelled Issue,5,Resolved,No response,4,Yes,81
14565,11221,Anuj,CH14565,1/15/2026,Whole Package Missing,25,Parked,Not sent,4,No,0
14566,11237,Sona,CH14566,1/22/2026,Item Missing,17,Resolved,No response,4,Yes,134
14567,11224,Jameel,CH14567,1/1/2026,Account Locked,16,Escalated,Yes,3,No,0
14568,11227,Godavari,CH14568,1/16/2026,Stuck in Shipment,21,Transfer,Not sent,2,No,0
14569,11230,Pawan,CH14569,1/22/2026,Unknown Charge,22,Transfer,Not sent,4,No,0
14570,11221,Anuj,CH14570,1/6/2026,Order Cancelled Issue,14,Resolved,Yes,4,Yes,84
14571,11227,Godavari,CH14571,1/10/2026,Stuck in Shipment,13,Resolved,No response,5,No,0
14572,11223,Neha,CH14572,1/7/2026,Payment Failed,7,Resolved,No response,5,No,0
14573,11237,Sona,CH14573,1/24/2026,Unknown Charge,15,Resolved,No response,4,No,0
14574,11232,Vivek,CH14574,1/11/2026,Delivered Not Received,10,Transfer,Not sent,4,No,0
14575,11227,Godavari,CH14575,1/14/2026,Delivered Not Received,6,Resolved,Yes,4,Yes,29
14576,11234,Mohan,CH14576,1/12/2026,Payment Failed,4,Resolved,Yes,4,Yes,57
14577,11225,Kareem,CH14577,1/8/2026,Delivered Not Received,4,Resolved,Yes,4,Yes,23
14578,11226,Akash,CH14578,1/9/2026,Wrong Amount Charged,24,Transfer,Not sent,2,No,0
14579,11237,Sona,CH14579,1/9/2026,Stuck in Shipment,4,Parked,Not sent,3,No,0
14580,11230,Pawan,CH14580,1/2/2026,Stuck in Shipment,19,Resolved,No response,5,Yes,80
14581,11234,Mohan,CH14581,1/29/2026,Delivered Not Received,13,Transfer,Not sent,3,No,0
14582,11239,Sameer,CH14582,1/30/2026,Delivered Not Received,17,Resolved,Yes,5,Yes,20
14583,11239,Sameer,CH14583,1/27/2026,Unknown Charge,16,Parked,Not sent,2,No,0
14584,11228,Muskan,CH14584,1/23/2026,Unknown Charge,8,Escalated,No response,1,No,0
14585,11237,Sona,CH14585,1/11/2026,Item Missing,4,Transfer,Not sent,2,No,0
14586,11239,Sameer,CH14586,1/24/2026,Item Missing,11,Resolved,No response,5,Yes,17
14587,11235,Kunal,CH14587,1/5/2026,Wrong Amount Charged,19,Parked,Not sent,4,No,0
14588,11228,Muskan,CH14588,1/1/2026,Stuck in Shipment,12,Resolved,No response,4,Yes,55
14589,11231,Venkat,CH14589,1/1/2026,Wrong Amount Charged,24,Resolved,No response,4,Yes,71
14590,11233,Naman,CH14590,1/27/2026,Item Missing,18,Parked,Not sent,3,No,0
14591,11235,Kunal,CH14591,1/2/2026,Unknown Charge,5,Resolved,No,4,Yes,12
14592,11231,Venkat,CH14592,1/12/2026,Order Cancelled Issue,8,Resolved,Yes,4,Yes,100
14593,11237,Sona,CH14593,1/13/2026,Whole Package Missing,5,Parked,Not sent,2,No,0
14594,11225,Kareem,CH14594,1/26/2026,Wrong Amount Charged,7,Resolved,No,4,Yes,95
14595,11233,Naman,CH14595,1/3/2026,Account Locked,21,Transfer,Not sent,2,No,0
14596,11237,Sona,CH14596,1/3/2026,Payment Failed,9,Escalated,No response,1,No,0
14597,11231,Venkat,CH14597,1/12/2026,Refund Not Received,6,Resolved,No response,5,Yes,65
14598,11240,Santosh,CH14598,1/13/2026,Account Locked,11,Resolved,Yes,4,Yes,485
14599,11230,Pawan,CH14599,1/29/2026,Unknown Charge,14,Resolved,No response,5,Yes,97
14600,11239,Sameer,CH14600,1/1/2026,Unknown Charge,24,Escalated,No response,3,No,0
14601,11240,Santosh,CH14601,1/23/2026,Item Missing,8,Resolved,No response,5,Yes,43
14602,11228,Muskan,CH14602,1/25/2026,Stuck in Shipment,17,Transfer,Not sent,4,No,0
14603,11230,Pawan,CH14603,1/17/2026,Unknown Charge,14,Resolved,Yes,5,Yes,58
14604,11226,Akash,CH14604,1/8/2026,Whole Package Missing,14,Resolved,No response,4,Yes,51
14605,11238,Shanti,CH14605,1/6/2026,Whole Package Missing,22,Escalated,Yes,3,No,0
14606,11239,Sameer,CH14606,1/25/2026,Whole Package Missing,11,Parked,Not sent,3,No,0
14607,11234,Mohan,CH14607,1/8/2026,Unknown Charge,17,Resolved,No,5,Yes,60
14608,11238,Shanti,CH14608,1/12/2026,Unknown Charge,11,Resolved,Yes,4,Yes,61
14609,11237,Sona,CH14609,1/17/2026,Unknown Charge,15,Resolved,No response,5,Yes,72
14610,11239,Sameer,CH14610,1/17/2026,Delivered Not Received,13,Transfer,Not sent,3,No,0
14611,11239,Sameer,CH14611,1/23/2026,Item Missing,5,Transfer,Not sent,4,No,0
14612,11228,Muskan,CH14612,1/22/2026,Account Locked,7,Resolved,No response,4,Yes,48
14613,11239,Sameer,CH14613,1/12/2026,Wrong Amount Charged,8,Escalated,Yes,1,No,0
14614,11240,Santosh,CH14614,1/25/2026,Item Missing,12,Escalated,No response,2,No,0
14615,11231,Venkat,CH14615,1/16/2026,Item Missing,12,Transfer,Not sent,4,No,0
14616,11223,Neha,CH14616,1/2/2026,Whole Package Missing,4,Resolved,Yes,5,Yes,46
14617,11230,Pawan,CH14617,1/2/2026,Item Missing,21,Resolved,No response,4,Yes,39
14618,11237,Sona,CH14618,1/25/2026,Refund Not Received,7,Escalated,No response,4,No,0
14619,11228,Muskan,CH14619,1/20/2026,Whole Package Missing,13,Transfer,Not sent,2,No,0
14620,11225,Kareem,CH14620,1/12/2026,Delivered Not Received,10,Resolved,Yes,4,No,0
14621,11238,Shanti,CH14621,1/6/2026,Delivered Not Received,17,Resolved,Yes,5,Yes,25
14622,11229,Sirisha,CH14622,1/20/2026,Account Locked,4,Resolved,Yes,4,Yes,56
14623,11233,Naman,CH14623,1/12/2026,Delivered Not Received,3,Transfer,Not sent,2,No,0
14624,11233,Naman,CH14624,1/8/2026,Delivered Not Received,24,Resolved,No response,5,Yes,49
14625,11235,Kunal,CH14625,1/6/2026,Stuck in Shipment,16,Parked,Not sent,4,No,0
14626,11227,Godavari,CH14626,1/11/2026,Refund Not Received,13,Parked,Not sent,4,No,0
14627,11234,Mohan,CH14627,1/13/2026,Delivered Not Received,8,Transfer,Not sent,4,No,0
14628,11230,Pawan,CH14628,1/18/2026,Whole Package Missing,19,Parked,Not sent,3,No,0
14629,11236,Shakshi,CH14629,1/21/2026,Item Missing,23,Resolved,No response,4,Yes,33
14630,11232,Vivek,CH14630,1/17/2026,Payment Failed,3,Resolved,No response,5,Yes,168
14631,11236,Shakshi,CH14631,1/17/2026,Account Locked,5,Resolved,Yes,5,Yes,97
14632,11237,Sona,CH14632,1/6/2026,Whole Package Missing,16,Resolved,Yes,4,Yes,75
14633,11235,Kunal,CH14633,1/27/2026,Refund Not Received,17,Escalated,No response,2,No,0
14634,11232,Vivek,CH14634,1/28/2026,Order Cancelled Issue,7,Resolved,Yes,5,No,0
14635,11226,Akash,CH14635,1/10/2026,Whole Package Missing,12,Resolved,No response,5,Yes,90
14636,11231,Venkat,CH14636,1/20/2026,Payment Failed,6,Resolved,No response,5,Yes,59
14637,11226,Akash,CH14637,1/21/2026,Stuck in Shipment,18,Transfer,Not sent,4,No,0
14638,11230,Pawan,CH14638,1/1/2026,Order Cancelled Issue,14,Resolved,No response,5,No,0
14639,11225,Kareem,CH14639,1/3/2026,Refund Not Received,5,Resolved,No response,4,No,0
14640,11223,Neha,CH14640,1/30/2026,Payment Failed,17,Parked,Not sent,3,No,0
14641,11232,Vivek,CH14641,1/17/2026,Payment Failed,12,Resolved,No,5,No,0
14642,11229,Sirisha,CH14642,1/16/2026,Order Cancelled Issue,20,Resolved,Yes,5,Yes,63
14643,11229,Sirisha,CH14643,1/10/2026,Account Locked,12,Transfer,Not sent,4,No,0
14644,11221,Anuj,CH14644,1/7/2026,Delivered Not Received,14,Transfer,Not sent,2,No,0
14645,11236,Shakshi,CH14645,1/3/2026,Delivered Not Received,23,Transfer,Not sent,4,No,0
14646,11240,Santosh,CH14646,1/26/2026,Refund Not Received,25,Transfer,Not sent,3,No,0
14647,11224,Jameel,CH14647,1/1/2026,Account Locked,12,Resolved,Yes,4,Yes,208
14648,11233,Naman,CH14648,1/27/2026,Payment Failed,10,Resolved,No response,4,No,0
14649,11235,Kunal,CH14649,1/3/2026,Unknown Charge,4,Parked,Not sent,3,No,0
14650,11235,Kunal,CH14650,1/21/2026,Delivered Not Received,25,Transfer,Not sent,4,No,0
14651,11221,Anuj,CH14651,1/14/2026,Refund Not Received,10,Escalated,No response,3,No,0
14652,11239,Sameer,CH14652,1/13/2026,Whole Package Missing,7,Resolved,Yes,5,Yes,32
14653,11236,Shakshi,CH14653,1/29/2026,Unknown Charge,12,Resolved,No response,4,No,0
14654,11235,Kunal,CH14654,1/27/2026,Wrong Amount Charged,7,Escalated,No response,2,No,0
14655,11233,Naman,CH14655,1/19/2026,Wrong Amount Charged,7,Parked,Not sent,4,No,0
14656,11239,Sameer,CH14656,1/29/2026,Delivered Not Received,24,Resolved,No response,4,Yes,37
14657,11226,Akash,CH14657,1/4/2026,Refund Not Received,16,Resolved,No response,4,No,0
14658,11235,Kunal,CH14658,1/5/2026,Delivered Not Received,21,Resolved,Yes,5,Yes,35
14659,11235,Kunal,CH14659,1/30/2026,Unknown Charge,19,Resolved,Yes,5,Yes,74
14660,11221,Anuj,CH14660,1/2/2026,Whole Package Missing,11,Resolved,Yes,4,Yes,476
14661,11236,Shakshi,CH14661,1/25/2026,Item Missing,18,Transfer,Not sent,4,No,0
14662,11222,Amit,CH14662,1/7/2026,Item Missing,19,Resolved,No,5,Yes,27
14663,11222,Amit,CH14663,1/11/2026,Delivered Not Received,6,Resolved,Yes,4,Yes,413
14664,11227,Godavari,CH14664,1/22/2026,Wrong Amount Charged,6,Transfer,Not sent,4,No,0
14665,11240,Santosh,CH14665,1/28/2026,Refund Not Received,8,Parked,Not sent,2,No,0
14666,11225,Kareem,CH14666,1/16/2026,Stuck in Shipment,5,Transfer,Not sent,2,No,0
14667,11224,Jameel,CH14667,1/12/2026,Refund Not Received,15,Resolved,Yes,4,No,0
14668,11221,Anuj,CH14668,1/24/2026,Wrong Amount Charged,22,Transfer,Not sent,4,No,0
14669,11236,Shakshi,CH14669,1/13/2026,Stuck in Shipment,12,Parked,Not sent,2,No,0
14670,11236,Shakshi,CH14670,1/29/2026,Item Missing,21,Parked,Not sent,3,No,0
14671,11221,Anuj,CH14671,1/7/2026,Whole Package Missing,8,Resolved,Yes,5,Yes,146
14672,11231,Venkat,CH14672,1/7/2026,Order Cancelled Issue,25,Resolved,No response,4,Yes,95
14673,11224,Jameel,CH14673,1/20/2026,Refund Not Received,14,Resolved,Yes,4,Yes,11
14674,11235,Kunal,CH14674,1/2/2026,Stuck in Shipment,21,Resolved,No,4,Yes,51
14675,11238,Shanti,CH14675,1/20/2026,Item Missing,23,Transfer,Not sent,2,No,0
14676,11238,Shanti,CH14676,1/17/2026,Payment Failed,25,Resolved,No response,5,No,0
14677,11222,Amit,CH14677,1/7/2026,Refund Not Received,19,Transfer,Not sent,4,No,0
14678,11233,Naman,CH14678,1/1/2026,Item Missing,5,Parked,Not sent,4,No,0
14679,11229,Sirisha,CH14679,1/3/2026,Account Locked,24,Resolved,Yes,5,No,0
14680,11225,Kareem,CH14680,1/27/2026,Account Locked,23,Resolved,Yes,5,Yes,27
14681,11237,Sona,CH14681,1/4/2026,Item Missing,18,Resolved,No response,4,Yes,83
14682,11237,Sona,CH14682,1/22/2026,Refund Not Received,5,Resolved,No response,4,Yes,16
14683,11224,Jameel,CH14683,1/11/2026,Account Locked,8,Transfer,Not sent,2,No,0
14684,11226,Akash,CH14684,1/7/2026,Order Cancelled Issue,4,Transfer,Not sent,2,No,0
14685,11232,Vivek,CH14685,1/27/2026,Account Locked,14,Resolved,No,4,No,0
14686,11235,Kunal,CH14686,1/10/2026,Unknown Charge,6,Parked,Not sent,4,No,0
14687,11239,Sameer,CH14687,1/19/2026,Payment Failed,20,Parked,Not sent,4,No,0
14688,11230,Pawan,CH14688,1/11/2026,Wrong Amount Charged,20,Escalated,No response,2,No,0
14689,11230,Pawan,CH14689,1/12/2026,Wrong Amount Charged,15,Parked,Not sent,3,No,0
14690,11223,Neha,CH14690,1/15/2026,Order Cancelled Issue,11,Resolved,Yes,4,Yes,84
14691,11235,Kunal,CH14691,1/20/2026,Item Missing,15,Transfer,Not sent,4,No,0
14692,11225,Kareem,CH14692,1/14/2026,Item Missing,7,Resolved,No response,4,Yes,27
14693,11222,Amit,CH14693,1/3/2026,Delivered Not Received,11,Resolved,No response,4,Yes,25
14694,11228,Muskan,CH14694,1/18/2026,Payment Failed,14,Resolved,Yes,4,No,0
14695,11239,Sameer,CH14695,1/14/2026,Unknown Charge,6,Resolved,Yes,4,Yes,77
14696,11223,Neha,CH14696,1/22/2026,Payment Failed,13,Resolved,No response,4,Yes,81
14697,11236,Shakshi,CH14697,1/12/2026,Stuck in Shipment,14,Resolved,No response,4,Yes,38
14698,11239,Sameer,CH14698,1/2/2026,Account Locked,25,Resolved,Yes,4,Yes,83
14699,11237,Sona,CH14699,1/18/2026,Whole Package Missing,22,Resolved,Yes,4,Yes,72
14700,11238,Shanti,CH14700,1/14/2026,Refund Not Received,17,Escalated,Yes,1,No,0
14701,11223,Neha,CH14701,1/30/2026,Item Missing,22,Resolved,No response,5,Yes,45
14702,11222,Amit,CH14702,1/29/2026,Delivered Not Received,16,Escalated,Yes,3,No,0
14703,11225,Kareem,CH14703,1/24/2026,Order Cancelled Issue,16,Transfer,Not sent,3,No,0
14704,11237,Sona,CH14704,1/1/2026,Payment Failed,7,Transfer,Not sent,4,No,0
14705,11221,Anuj,CH14705,1/20/2026,Unknown Charge,25,Resolved,Yes,4,No,0
14706,11225,Kareem,CH14706,1/17/2026,Account Locked,22,Resolved,No response,4,Yes,64
14707,11232,Vivek,CH14707,1/23/2026,Unknown Charge,19,Resolved,Yes,4,Yes,29
14708,11227,Godavari,CH14708,1/18/2026,Account Locked,15,Transfer,Not sent,3,No,0
14709,11236,Shakshi,CH14709,1/29/2026,Item Missing,7,Resolved,Yes,5,Yes,100
14710,11221,Anuj,CH14710,1/11/2026,Wrong Amount Charged,9,Escalated,No response,3,No,0
14711,11237,Sona,CH14711,1/25/2026,Stuck in Shipment,24,Resolved,No,5,Yes,85
14712,11240,Santosh,CH14712,1/3/2026,Order Cancelled Issue,23,Transfer,Not sent,3,No,0
14713,11235,Kunal,CH14713,1/30/2026,Delivered Not Received,14,Escalated,No response,3,No,0
14714,11221,Anuj,CH14714,1/7/2026,Wrong Amount Charged,17,Resolved,Yes,5,Yes,39
14715,11234,Mohan,CH14715,1/2/2026,Whole Package Missing,21,Escalated,No response,3,No,0
14716,11221,Anuj,CH14716,1/16/2026,Delivered Not Received,6,Resolved,Yes,5,Yes,78
14717,11239,Sameer,CH14717,1/12/2026,Account Locked,9,Parked,Not sent,3,No,0
14718,11236,Shakshi,CH14718,1/14/2026,Delivered Not Received,6,Parked,Not sent,2,No,0
14719,11225,Kareem,CH14719,1/6/2026,Account Locked,19,Resolved,Yes,5,Yes,81
14720,11221,Anuj,CH14720,1/14/2026,Delivered Not Received,15,Resolved,No response,5,No,0
14721,11235,Kunal,CH14721,1/25/2026,Item Missing,15,Resolved,No response,5,Yes,37
14722,11234,Mohan,CH14722,1/19/2026,Stuck in Shipment,21,Escalated,Yes,2,No,0
14723,11239,Sameer,CH14723,1/28/2026,Payment Failed,19,Resolved,No,5,Yes,18
14724,11223,Neha,CH14724,1/29/2026,Wrong Amount Charged,25,Resolved,Yes,5,No,0
14725,11233,Naman,CH14725,1/17/2026,Item Missing,24,Resolved,No response,4,Yes,99
14726,11224,Jameel,CH14726,1/10/2026,Delivered Not Received,10,Parked,Not sent,4,No,0
14727,11234,Mohan,CH14727,1/26/2026,Order Cancelled Issue,5,Resolved,Yes,4,No,0
14728,11224,Jameel,CH14728,1/18/2026,Payment Failed,17,Transfer,Not sent,4,No,0
14729,11239,Sameer,CH14729,1/16/2026,Whole Package Missing,7,Transfer,Not sent,2,No,0
14730,11227,Godavari,CH14730,1/28/2026,Account Locked,12,Resolved,Yes,5,No,0
14731,11233,Naman,CH14731,1/5/2026,Refund Not Received,15,Parked,Not sent,4,No,0
14732,11238,Shanti,CH14732,1/29/2026,Delivered Not Received,13,Resolved,No response,5,No,0
14733,11233,Naman,CH14733,1/21/2026,Account Locked,17,Escalated,No response,3,No,0
14734,11234,Mohan,CH14734,1/13/2026,Order Cancelled Issue,12,Parked,Not sent,4,No,0
14735,11223,Neha,CH14735,1/23/2026,Account Locked,22,Resolved,Yes,5,No,0
14736,11232,Vivek,CH14736,1/5/2026,Stuck in Shipment,21,Resolved,Yes,4,Yes,83
14737,11227,Godavari,CH14737,1/18/2026,Delivered Not Received,8,Escalated,No response,2,No,0
14738,11231,Venkat,CH14738,1/4/2026,Wrong Amount Charged,15,Resolved,Yes,5,Yes,47
14739,11229,Sirisha,CH14739,1/4/2026,Whole Package Missing,21,Resolved,Yes,4,Yes,85
14740,11232,Vivek,CH14740,1/5/2026,Unknown Charge,20,Resolved,No response,4,Yes,74
14741,11231,Venkat,CH14741,1/25/2026,Whole Package Missing,13,Resolved,Yes,5,Yes,33
14742,11231,Venkat,CH14742,1/7/2026,Account Locked,14,Resolved,No,4,No,0
14743,11237,Sona,CH14743,1/18/2026,Account Locked,9,Parked,Not sent,2,No,0
14744,11227,Godavari,CH14744,1/10/2026,Account Locked,12,Resolved,Yes,5,Yes,85
14745,11231,Venkat,CH14745,1/26/2026,Unknown Charge,16,Resolved,No response,5,No,0
14746,11225,Kareem,CH14746,1/8/2026,Wrong Amount Charged,3,Parked,Not sent,4,No,0
14747,11240,Santosh,CH14747,1/3/2026,Stuck in Shipment,24,Resolved,No response,4,Yes,42
14748,11229,Sirisha,CH14748,1/21/2026,Unknown Charge,4,Resolved,No response,4,No,0
14749,11230,Pawan,CH14749,1/26/2026,Refund Not Received,7,Transfer,Not sent,2,No,0
14750,11236,Shakshi,CH14750,1/1/2026,Item Missing,14,Parked,Not sent,2,No,0
14751,11229,Sirisha,CH14751,1/22/2026,Wrong Amount Charged,24,Resolved,No,4,Yes,84
14752,11223,Neha,CH14752,1/13/2026,Whole Package Missing,20,Resolved,No response,4,Yes,37
14753,11240,Santosh,CH14753,1/15/2026,Whole Package Missing,10,Parked,Not sent,4,No,0
14754,11225,Kareem,CH14754,1/27/2026,Refund Not Received,24,Resolved,Yes,5,Yes,21
14755,11225,Kareem,CH14755,1/22/2026,Order Cancelled Issue,8,Parked,Not sent,3,No,0
14756,11239,Sameer,CH14756,1/29/2026,Payment Failed,9,Escalated,Yes,2,No,0
14757,11226,Akash,CH14757,1/9/2026,Item Missing,3,Resolved,No response,5,Yes,91
14758,11240,Santosh,CH14758,1/15/2026,Payment Failed,9,Resolved,Yes,4,No,0
14759,11223,Neha,CH14759,1/8/2026,Stuck in Shipment,18,Parked,Not sent,3,No,0
14760,11229,Sirisha,CH14760,1/21/2026,Delivered Not Received,21,Resolved,Yes,5,Yes,38
14761,11238,Shanti,CH14761,1/21/2026,Unknown Charge,8,Resolved,Yes,4,No,0
14762,11233,Naman,CH14762,1/9/2026,Whole Package Missing,14,Parked,Not sent,3,No,0
14763,11235,Kunal,CH14763,1/13/2026,Item Missing,17,Resolved,Yes,4,Yes,86
14764,11240,Santosh,CH14764,1/26/2026,Account Locked,24,Transfer,Not sent,2,No,0
14765,11221,Anuj,CH14765,1/1/2026,Account Locked,8,Parked,Not sent,2,No,0
14766,11226,Akash,CH14766,1/25/2026,Payment Failed,9,Resolved,No response,5,Yes,23
14767,11228,Muskan,CH14767,1/2/2026,Delivered Not Received,7,Resolved,Yes,5,No,0
14768,11233,Naman,CH14768,1/13/2026,Wrong Amount Charged,24,Resolved,Yes,5,No,0
14769,11239,Sameer,CH14769,1/1/2026,Delivered Not Received,8,Parked,Not sent,2,No,0
14770,11224,Jameel,CH14770,1/7/2026,Whole Package Missing,10,Resolved,No response,5,Yes,96
14771,11237,Sona,CH14771,1/15/2026,Delivered Not Received,10,Resolved,Yes,4,Yes,94
14772,11223,Neha,CH14772,1/29/2026,Wrong Amount Charged,8,Parked,Not sent,2,No,0
14773,11240,Santosh,CH14773,1/21/2026,Item Missing,18,Resolved,No,4,Yes,40
14774,11226,Akash,CH14774,1/9/2026,Account Locked,13,Resolved,No response,4,No,0
14775,11240,Santosh,CH14775,1/23/2026,Order Cancelled Issue,7,Parked,Not sent,3,No,0
14776,11224,Jameel,CH14776,1/10/2026,Stuck in Shipment,5,Resolved,Yes,5,Yes,32
14777,11235,Kunal,CH14777,1/29/2026,Wrong Amount Charged,14,Resolved,No response,4,Yes,315
14778,11232,Vivek,CH14778,1/22/2026,Order Cancelled Issue,11,Transfer,Not sent,2,No,0
14779,11224,Jameel,CH14779,1/7/2026,Payment Failed,5,Resolved,Yes,5,No,0
14780,11234,Mohan,CH14780,1/11/2026,Account Locked,21,Resolved,Yes,4,Yes,16
14781,11232,Vivek,CH14781,1/1/2026,Item Missing,9,Resolved,No,5,Yes,15
14782,11238,Shanti,CH14782,1/8/2026,Delivered Not Received,9,Resolved,Yes,4,Yes,63
14783,11239,Sameer,CH14783,1/24/2026,Delivered Not Received,9,Resolved,Yes,5,Yes,55
14784,11226,Akash,CH14784,1/4/2026,Item Missing,25,Parked,Not sent,2,No,0
14785,11239,Sameer,CH14785,1/29/2026,Payment Failed,17,Resolved,Yes,5,Yes,44
14786,11235,Kunal,CH14786,1/15/2026,Account Locked,6,Resolved,No,5,Yes,68
14787,11231,Venkat,CH14787,1/22/2026,Delivered Not Received,5,Resolved,Yes,5,Yes,79
14788,11236,Shakshi,CH14788,1/10/2026,Item Missing,23,Transfer,Not sent,4,No,0
14789,11236,Shakshi,CH14789,1/28/2026,Item Missing,25,Escalated,No response,3,No,0
14790,11234,Mohan,CH14790,1/28/2026,Whole Package Missing,14,Transfer,Not sent,3,No,0
14791,11225,Kareem,CH14791,1/9/2026,Stuck in Shipment,25,Resolved,No,4,Yes,10
14792,11229,Sirisha,CH14792,1/24/2026,Unknown Charge,15,Resolved,No,4,Yes,39
14793,11228,Muskan,CH14793,1/14/2026,Stuck in Shipment,11,Resolved,Yes,4,Yes,21
14794,11227,Godavari,CH14794,1/6/2026,Unknown Charge,9,Escalated,No response,4,No,0
14795,11240,Santosh,CH14795,1/3/2026,Delivered Not Received,23,Parked,Not sent,4,No,0
14796,11223,Neha,CH14796,1/14/2026,Wrong Amount Charged,21,Transfer,Not sent,2,No,0
14797,11232,Vivek,CH14797,1/11/2026,Delivered Not Received,25,Transfer,Not sent,3,No,0
14798,11230,Pawan,CH14798,1/10/2026,Wrong Amount Charged,8,Resolved,No response,5,No,0
14799,11229,Sirisha,CH14799,1/5/2026,Wrong Amount Charged,25,Resolved,Yes,4,Yes,43
14800,11237,Sona,CH14800,1/20/2026,Wrong Amount Charged,14,Parked,Not sent,4,No,0
14801,11233,Naman,CH14801,1/4/2026,Wrong Amount Charged,25,Resolved,No,4,Yes,50
14802,11227,Godavari,CH14802,1/12/2026,Unknown Charge,21,Resolved,Yes,4,Yes,58
14803,11223,Neha,CH14803,1/26/2026,Stuck in Shipment,10,Resolved,No,5,Yes,67
14804,11238,Shanti,CH14804,1/9/2026,Delivered Not Received,17,Transfer,Not sent,2,No,0
14805,11237,Sona,CH14805,1/15/2026,Delivered Not Received,12,Transfer,Not sent,3,No,0
14806,11230,Pawan,CH14806,1/8/2026,Stuck in Shipment,9,Transfer,Not sent,4,No,0
14807,11240,Santosh,CH14807,1/9/2026,Item Missing,15,Transfer,Not sent,2,No,0
14808,11229,Sirisha,CH14808,1/29/2026,Delivered Not Received,7,Resolved,Yes,5,No,0
14809,11239,Sameer,CH14809,1/8/2026,Wrong Amount Charged,18,Resolved,Yes,4,Yes,94
14810,11233,Naman,CH14810,1/29/2026,Delivered Not Received,5,Resolved,Yes,4,Yes,82
14811,11225,Kareem,CH14811,1/4/2026,Order Cancelled Issue,22,Resolved,Yes,5,Yes,73
14812,11236,Shakshi,CH14812,1/14/2026,Stuck in Shipment,18,Parked,Not sent,3,No,0
14813,11231,Venkat,CH14813,1/29/2026,Payment Failed,13,Transfer,Not sent,3,No,0
14814,11225,Kareem,CH14814,1/27/2026,Wrong Amount Charged,4,Resolved,Yes,4,Yes,34
14815,11233,Naman,CH14815,1/20/2026,Account Locked,12,Escalated,Yes,2,No,0
14816,11227,Godavari,CH14816,1/14/2026,Wrong Amount Charged,21,Resolved,No,5,Yes,35
14817,11222,Amit,CH14817,1/21/2026,Refund Not Received,4,Resolved,Yes,5,Yes,24
14818,11226,Akash,CH14818,1/18/2026,Account Locked,23,Resolved,Yes,4,Yes,36
14819,11227,Godavari,CH14819,1/27/2026,Whole Package Missing,18,Resolved,No response,4,Yes,343
14820,11236,Shakshi,CH14820,1/3/2026,Delivered Not Received,22,Resolved,Yes,5,No,0
14821,11231,Venkat,CH14821,1/5/2026,Whole Package Missing,13,Transfer,Not sent,2,No,0
14822,11230,Pawan,CH14822,1/17/2026,Whole Package Missing,3,Resolved,No response,5,Yes,169
14823,11234,Mohan,CH14823,1/23/2026,Account Locked,11,Resolved,Yes,4,Yes,54
14824,11224,Jameel,CH14824,1/4/2026,Payment Failed,3,Resolved,Yes,5,Yes,189
14825,11226,Akash,CH14825,1/10/2026,Delivered Not Received,15,Resolved,Yes,4,No,0
14826,11238,Shanti,CH14826,1/22/2026,Unknown Charge,7,Transfer,Not sent,4,No,0
14827,11237,Sona,CH14827,1/28/2026,Whole Package Missing,13,Resolved,Yes,4,Yes,407
14828,11228,Muskan,CH14828,1/6/2026,Refund Not Received,11,Resolved,No,4,Yes,36
14829,11231,Venkat,CH14829,1/6/2026,Payment Failed,18,Resolved,No,4,Yes,269
14830,11235,Kunal,CH14830,1/13/2026,Refund Not Received,17,Transfer,Not sent,3,No,0
14831,11237,Sona,CH14831,1/18/2026,Delivered Not Received,3,Resolved,No response,4,Yes,41
14832,11228,Muskan,CH14832,1/29/2026,Item Missing,13,Resolved,No response,5,Yes,99
14833,11232,Vivek,CH14833,1/28/2026,Refund Not Received,20,Parked,Not sent,4,No,0
14834,11230,Pawan,CH14834,1/6/2026,Refund Not Received,11,Transfer,Not sent,2,No,0
